0.34617  	0.08395  	-0.2407  	-0.0991  	0.03719  	-0.5413  	-0.2414  	0.34283  	0.39495  	-0.2587  	0.27818  	0.52872  	0.14684  	0.36740  	0.44486  	0.24623  	0.01053  	-0.0691  	-0.0151  	0.19546  	0.35359  	0.07783  	0.05488  	0.41646  	0.08795  	-0.0194  	0.02780  	-0.0555  	-0.4775  	-0.1317  	-0.1393  	0.09806  	-0.1024  	-0.0420  	0.24167  	-0.2400  	-0.0454  	-0.0780  	-0.0539  	-0.0498  	0.05196  	0.07644  	0.04440  	0.12899  	0.09143  	-0.0274  	0.07568  	-0.0697  	-0.0199  	0.14971  	-0.0124  	0.05221  	-0.0071  	0.03151  	-0.0032  	0.02379  	0.00086  	0.01108  	-0.0234  	0.05127  	0.03337  	0.02329  	0.08749  	0.01629  	0.16743  	0.00181  	-0.0083  	0.00539  	0.02854  	-0.0482  	
0.34617  	0.08395  	-0.2407  	-0.0991  	0.03719  	-0.5413  	-0.2414  	0.34283  	0.39495  	-0.2587  	0.27818  	0.52872  	0.14684  	0.36740  	0.44486  	0.24623  	0.01053  	-0.0691  	-0.0151  	0.19546  	0.35359  	0.07783  	0.05488  	0.41646  	0.08795  	-0.0194  	0.02780  	-0.0555  	-0.4775  	-0.1317  	-0.1393  	0.09806  	-0.1024  	-0.0420  	0.24167  	-0.2400  	-0.0454  	-0.0780  	-0.0539  	-0.0498  	0.05196  	0.07644  	0.04440  	0.12899  	0.09143  	-0.0274  	0.07568  	-0.0697  	-0.0199  	0.14971  	-0.0124  	0.05221  	-0.0071  	0.03151  	-0.0032  	0.02379  	0.00086  	0.01108  	-0.0234  	0.05127  	0.03337  	0.02329  	0.08749  	0.01629  	0.16912  	-0.0024  	-0.0043  	0.00697  	0.02617  	-0.0487  	
0.27697  	0.04887  	-0.3547  	0.10472  	0.22497  	-0.5785  	-0.1955  	0.27442  	0.31068  	-0.1804  	0.00701  	0.47685  	0.26886  	0.49757  	0.47595  	0.17676  	-0.0410  	0.00628  	-0.0197  	0.29599  	0.07563  	0.06272  	-0.1493  	0.31149  	0.25293  	-0.0350  	-0.0302  	0.20508  	-0.1727  	-0.0329  	-0.1656  	0.05539  	-0.1249  	-0.0455  	0.14822  	-0.1391  	-0.2630  	-0.1786  	0.04903  	0.03004  	0.07570  	0.10145  	0.04615  	0.14074  	0.10226  	-0.0268  	0.07076  	-0.0487  	-0.0119  	0.14182  	-0.0034  	0.05113  	-0.0129  	0.01944  	0.00393  	0.01756  	0.00072  	0.00141  	-0.0200  	0.04779  	0.03542  	0.02171  	0.08090  	0.00916  	0.17018  	-0.0064  	-0.0014  	0.00851  	0.02406  	-0.0497  	
0.16551  	0.04128  	-0.5665  	0.33893  	0.47492  	-0.7244  	-0.1669  	0.23408  	0.29645  	-0.1748  	-0.1326  	0.55880  	0.30675  	0.65203  	0.61732  	0.06774  	-0.0999  	0.02001  	-0.0837  	0.41105  	-0.0943  	0.12395  	-0.3296  	0.30273  	0.34262  	-0.0452  	-0.1031  	0.39310  	0.01350  	0.03775  	-0.2109  	0.00216  	-0.1406  	-0.0221  	0.14222  	-0.0976  	-0.3981  	-0.2413  	0.11475  	0.12533  	0.01176  	0.11817  	-0.0120  	0.11487  	0.11621  	-0.0281  	0.06759  	-0.0583  	-0.0194  	0.13032  	0.01500  	0.04796  	-0.0149  	0.00957  	-0.0091  	0.02491  	0.01963  	0.00434  	-0.0166  	0.05057  	0.03151  	0.02383  	0.07884  	0.01056  	0.17062  	-0.0101  	0.00041  	0.01001  	0.02222  	-0.0514  	
0.11391  	0.02319  	-0.6902  	0.52309  	0.63562  	-0.7282  	-0.1641  	0.25554  	0.30517  	-0.2165  	-0.1466  	0.63428  	0.32960  	0.70538  	0.68576  	0.05507  	-0.1005  	0.01405  	-0.0794  	0.44012  	-0.1238  	0.11475  	-0.4093  	0.32811  	0.36864  	-0.0519  	-0.0651  	0.44834  	0.04081  	0.07199  	-0.2152  	-0.0159  	-0.1179  	0.00717  	0.21147  	-0.0951  	-0.4445  	-0.2582  	0.12653  	0.13339  	-0.0277  	0.12753  	-0.0238  	0.10473  	0.11562  	-0.0223  	0.06969  	-0.0675  	-0.0240  	0.14012  	0.01152  	0.04455  	-0.0205  	0.01661  	-0.0096  	0.02686  	0.01742  	0.00696  	-0.0117  	0.04202  	0.03599  	0.01308  	0.06902  	-0.0007  	0.17043  	-0.0135  	0.00123  	0.01147  	0.02065  	-0.0536  	
0.08398  	-0.0021  	-0.7042  	0.59027  	0.63028  	-0.7341  	-0.1919  	0.22748  	0.27978  	-0.2680  	-0.2582  	0.61540  	0.35112  	0.63070  	0.78013  	0.06426  	-0.0862  	0.01446  	-0.0909  	0.46765  	-0.1946  	0.10453  	-0.3662  	0.29440  	0.39334  	-0.0376  	-0.0639  	0.52530  	0.06119  	0.09577  	-0.2311  	-0.0013  	-0.0973  	0.03027  	0.21541  	-0.1012  	-0.4677  	-0.2521  	0.11851  	0.12839  	-0.0774  	0.13231  	-0.0247  	0.11370  	0.12138  	-0.0263  	0.07943  	-0.0703  	-0.0169  	0.13796  	0.01748  	0.04036  	-0.0216  	0.02433  	-0.0006  	0.02611  	0.02097  	0.00412  	-0.0122  	0.04324  	0.02604  	0.01306  	0.08705  	0.00565  	0.16962  	-0.0165  	0.00101  	0.01289  	0.01934  	-0.0564  	
0.09255  	0.01031  	-0.5887  	0.38360  	0.41436  	-0.6016  	-0.2339  	0.20570  	0.30082  	-0.2475  	-0.2716  	0.57076  	0.30748  	0.52750  	0.63452  	0.15125  	-0.0421  	0.08549  	-0.0439  	0.44286  	-0.1164  	0.15192  	-0.2962  	0.26191  	0.36591  	0.00054  	-0.1248  	0.46552  	0.06838  	0.04761  	-0.2157  	0.00533  	-0.1154  	0.01573  	0.10179  	-0.1269  	-0.4558  	-0.2330  	0.12279  	0.10171  	0.01342  	0.11601  	0.01706  	0.12990  	0.10720  	-0.0287  	0.07732  	-0.0543  	-0.0161  	0.13459  	-0.0031  	0.04587  	-0.0167  	0.01951  	-0.0059  	0.02812  	0.01313  	0.00643  	-0.0192  	0.04310  	0.02410  	0.01086  	0.07345  	-0.0008  	0.16818  	-0.0193  	-0.0002  	0.01427  	0.01830  	-0.0598  	
0.09622  	-0.0352  	-0.4903  	-0.0488  	0.28343  	-0.7616  	-0.1451  	0.15387  	0.33336  	-0.1034  	0.03787  	0.47755  	0.21988  	0.30525  	0.31159  	0.20830  	-0.0793  	0.11371  	-0.0403  	0.41945  	-0.0371  	0.06513  	-0.2068  	0.32723  	0.22028  	0.01129  	-0.2173  	0.35725  	-0.0660  	-0.0678  	-0.1390  	0.02951  	-0.1117  	-0.0093  	0.11901  	-0.1203  	-0.3785  	-0.2134  	0.06961  	0.11527  	0.10153  	0.06461  	0.03920  	0.10369  	0.09987  	-0.0277  	0.07388  	-0.0672  	-0.0171  	0.14428  	0.01347  	0.04251  	-0.0095  	0.02147  	-0.0065  	0.00541  	0.00606  	0.00078  	-0.0156  	0.05432  	0.01993  	0.01740  	0.08365  	0.01164  	0.16512  	-0.0216  	-0.0023  	0.01643  	0.01749  	-0.0814  	
-0.2548  	-0.1567  	-0.6066  	-0.1769  	0.22740  	-0.9454  	-0.1891  	0.10614  	0.25456  	-0.0846  	0.28255  	0.52535  	0.13919  	0.22115  	0.14972  	0.10627  	-0.0633  	0.07729  	-0.0350  	0.38936  	0.02214  	0.02542  	-0.2028  	0.39649  	0.18841  	-0.0236  	-0.1218  	0.29415  	-0.1728  	-0.1004  	-0.1300  	0.03137  	-0.1117  	-0.0313  	0.15195  	-0.0656  	-0.2809  	-0.2069  	0.02222  	0.07172  	0.07469  	0.10403  	-0.0289  	0.10261  	0.10514  	-0.0301  	0.07930  	-0.0775  	-0.0301  	0.14862  	0.00361  	0.04438  	-0.0116  	0.02303  	-0.0052  	0.01736  	0.02149  	0.01020  	-0.0013  	0.05903  	0.02698  	0.01489  	0.07061  	0.00990  	0.16092  	-0.0242  	-0.0064  	0.01767  	0.01715  	-0.0850  	
-0.3608  	-0.1956  	-0.6750  	-0.2789  	0.18853  	-0.9817  	-0.2350  	0.14237  	0.24557  	-0.1053  	0.31467  	0.57180  	0.07455  	0.12971  	0.21873  	0.03349  	-0.0578  	0.05384  	-0.0135  	0.40145  	0.07431  	0.01281  	-0.1509  	0.36858  	0.12644  	0.01518  	-0.1245  	0.27651  	-0.2482  	-0.1494  	-0.1029  	0.03481  	-0.1122  	-0.0242  	0.14698  	-0.1156  	-0.3051  	-0.1975  	0.02864  	0.05433  	0.07506  	0.09942  	-0.0226  	0.10237  	0.11873  	-0.0295  	0.09305  	-0.0979  	-0.0482  	0.15258  	-0.0022  	0.04857  	-0.0202  	0.02270  	-0.0087  	0.00144  	0.02607  	0.01205  	-0.0202  	0.05279  	0.02418  	0.01488  	0.08242  	0.01675  	0.15852  	-0.0264  	-0.0112  	0.01878  	0.01676  	-0.0730  	
0.04266  	-0.0487  	-0.5386  	-0.1446  	0.22558  	-0.7893  	-0.2238  	0.18924  	0.29723  	-0.1349  	0.11849  	0.56970  	0.18834  	0.33134  	0.41376  	0.04586  	-0.0784  	0.04445  	-0.0525  	0.34824  	0.08033  	0.02738  	-0.1818  	0.38090  	0.09679  	-0.0069  	-0.1226  	0.20684  	-0.2358  	-0.1017  	-0.1276  	0.03976  	-0.1226  	-0.0331  	0.14782  	-0.1511  	-0.3051  	-0.2167  	0.05022  	0.08816  	0.05992  	0.10340  	0.01505  	0.11429  	0.11850  	-0.0234  	0.07688  	-0.0754  	-0.0258  	0.15207  	-0.0012  	0.04398  	-0.0209  	0.02048  	-0.0181  	0.00473  	0.01289  	0.00822  	-0.0262  	0.04256  	0.03105  	0.01122  	0.07916  	0.01400  	0.15686  	-0.0273  	-0.0159  	0.01962  	0.01577  	-0.0546  	
0.33236  	0.03551  	-0.2770  	0.03406  	0.18868  	-0.5441  	-0.1996  	0.22851  	0.31731  	-0.1848  	-0.1546  	0.45861  	0.28460  	0.52260  	0.67385  	-0.0028  	0.02520  	-0.0067  	-0.0484  	0.21611  	0.07223  	0.12237  	-0.0459  	0.38149  	0.18918  	-0.0155  	-0.0202  	0.11395  	-0.2078  	-0.0532  	-0.1379  	0.04475  	-0.1109  	-0.0300  	0.14965  	-0.1618  	-0.2805  	-0.1887  	0.05213  	0.07167  	0.07307  	0.09081  	0.04579  	0.15121  	0.09777  	-0.0265  	0.07726  	-0.0444  	-0.0090  	0.14085  	-0.0049  	0.04774  	-0.0152  	0.01679  	-0.0071  	0.02247  	0.00278  	0.00180  	-0.0210  	0.04665  	0.03441  	0.02415  	0.08299  	0.00976  	0.15571  	-0.0286  	-0.0203  	0.02087  	0.01484  	-0.0298  	
0.35623  	0.04867  	-0.3039  	-0.0136  	0.16855  	-0.5844  	-0.1621  	0.22208  	0.30654  	-0.1288  	-0.1045  	0.35227  	0.29161  	0.50141  	0.56042  	-0.0177  	-0.0106  	-0.0287  	-0.0209  	0.18626  	0.04676  	0.13655  	-0.0389  	0.35256  	0.30140  	-0.0238  	0.06058  	0.04370  	-0.2033  	-0.0307  	-0.1449  	0.03952  	-0.1312  	-0.0436  	0.17020  	-0.1319  	-0.2506  	-0.1677  	0.03888  	0.04923  	0.05651  	0.08973  	0.05332  	0.16076  	0.08146  	-0.0318  	0.06321  	-0.0339  	-0.0056  	0.14126  	0.00521  	0.04707  	-0.0125  	0.02405  	0.00316  	0.02235  	0.00753  	0.00337  	-0.0222  	0.05131  	0.02909  	0.02670  	0.08386  	0.01003  	0.15456  	-0.0298  	-0.0236  	0.02115  	0.01418  	-0.0035  	
0.02896  	-0.0254  	-0.4333  	-0.3041  	0.07020  	-0.7836  	-0.2303  	0.15030  	0.27238  	-0.0879  	0.13495  	0.34985  	0.16096  	0.24540  	0.18859  	0.04493  	-0.0368  	0.03881  	-0.0156  	0.32396  	0.06742  	0.07787  	-0.1184  	0.35496  	0.29020  	-0.0172  	-0.0315  	0.12842  	-0.2196  	-0.1174  	-0.1331  	0.04315  	-0.1293  	-0.0303  	0.13445  	-0.0796  	-0.2116  	-0.1435  	-0.0018  	0.05841  	0.11143  	0.09279  	0.05091  	0.12933  	0.10218  	-0.0323  	0.07788  	-0.0651  	-0.0321  	0.14221  	-0.0021  	0.04983  	-0.0194  	0.02061  	-0.0040  	0.01011  	0.01364  	0.01657  	-0.0147  	0.04333  	0.02996  	0.01093  	0.08886  	0.00926  	0.15454  	-0.0316  	-0.0239  	0.02122  	0.01398  	0.00252  	
-0.1651  	-0.1044  	-0.5159  	-0.4687  	-0.0482  	-0.8321  	-0.2271  	0.08502  	0.26793  	-0.1043  	0.26770  	0.37295  	0.06758  	0.00667  	0.10950  	0.07794  	-0.0084  	0.07202  	-0.0092  	0.35554  	0.06737  	0.06238  	-0.0609  	0.31965  	0.20011  	-0.0204  	-0.0866  	0.18809  	-0.2055  	-0.1312  	-0.1266  	0.04663  	-0.1390  	-0.0307  	0.06913  	-0.0924  	-0.2347  	-0.1403  	0.01047  	0.04611  	0.12901  	0.07074  	0.02688  	0.12424  	0.09799  	-0.0293  	0.08812  	-0.0747  	-0.0309  	0.14408  	-0.0015  	0.04782  	-0.0081  	0.03169  	-0.0010  	0.00641  	0.01154  	0.00698  	-0.0166  	0.05119  	0.03311  	0.00924  	0.08826  	0.01437  	0.15396  	-0.0335  	-0.0209  	0.02051  	0.01361  	0.00631  	
